dataset,method,repeat,n,auc,f1,brier,ece,log_loss,calibration_intercept,calibration_slope
nhanes_ckd,EBRO-MH,6,1876,0.664920371372704,0.5194174757281553,0.2144821170028477,0.015409273148928116,0.6181039242504981,-0.07535181679231155,0.896230713220075
nhanes_ckd,EBRO-MH,7,1876,0.680256074547609,0.5351386202450032,0.21122557301606174,0.020705598423088334,0.6122452585070696,-0.05890547477188407,0.9151435948255852
nhanes_ckd,EBRO-MH,8,1876,0.6570038327067393,0.5263827082008901,0.215355548861843,0.01853617168435712,0.6210919291447485,0.05807393771584676,1.1500375803213891
nhanes_ckd,EBRO-MH,9,1876,0.6478798207502547,0.5007363770250368,0.21783526621868823,0.01434029146625912,0.6268044889225793,-0.03749944185318657,0.8977276400511286
nhanes_ckd,LR,0,1876,0.7169282757208267,0.5754716981132075,0.20013156059077258,0.029184988246377396,0.5869930968891097,-0.008504473691727778,1.0393459876672468
nhanes_ckd,LR,1,1876,0.7231417955207069,0.5675492192803802,0.19802418734638474,0.01739295208905341,0.5815367929580051,0.00372358515393829,1.0485193478222443
nhanes_ckd,LR,2,1876,0.7259529347513373,0.578005115089514,0.19751666317703923,0.022859431883057953,0.581945965764935,0.02993036848018592,1.0423139305906433
nhanes_ckd,LR,3,1876,0.7176499558702341,0.5812417437252312,0.19975957840861314,0.02254040670007311,0.5867539446560263,0.031525821443736855,1.0312383595050774
nhanes_ckd,LR,4,1876,0.7191445164499188,0.5474509803921569,0.19915206682769943,0.04209687638593122,0.5857879647589361,-0.034452178986485706,0.951639486631873
nhanes_ckd,LR,5,1876,0.7216886827874408,0.5929778933680104,0.19814916734707907,0.036167243592004614,0.5820288471750387,0.056177979237487824,1.1309731703514978
nhanes_ckd,LR,6,1876,0.7227553553055681,0.5811417575368826,0.19797292827095617,0.026931879769360203,0.582364596010855,-0.03445807407124021,0.9972743476569945
nhanes_ckd,LR,7,1876,0.7214022050254294,0.5938697318007663,0.19819397464541105,0.02805876638315964,0.5827194828304286,-0.0910581431384186,0.8918132501743534
nhanes_ckd,LR,8,1876,0.7244656884974913,0.5504169825625473,0.19696609596962655,0.029739898180831673,0.5804752908503474,-0.01795419599481528,0.9459586141286315
