repeat,rank,rule_text,predicted_class,posterior_weight,support_n,support_percent,positive_rate,posterior_inclusion_probability,condition_count,source,llm_confidence
5,13,IF bmi >= 23.9 AND triglycerides >= 102 THEN high risk,1,0.04531191867243169,2087,56.57359718080781,0.19693339722089123,0.05,2,quantile_conjunction,
5,14,IF age >= 47 AND serum_albumin <= 4.1 THEN high risk,1,0.045053566268673004,568,15.397126592572514,0.3274647887323944,0.05,2,quantile_conjunction,
5,15,IF systolic_bp >= 136 AND triglycerides >= 123 THEN high risk,1,0.044833436304330294,460,12.4695039306045,0.28043478260869564,0.05,2,quantile_conjunction,
5,16,IF ggt >= 14 AND systolic_bp >= 117.333 THEN high risk,1,0.04475803347245069,2122,57.522363784223366,0.1941564561734213,0.05,2,quantile_conjunction,
5,17,IF hdl <= 40 AND triglycerides >= 150 THEN high risk,1,0.044724642729912514,561,15.207373271889402,0.25846702317290554,0.05,2,quantile_conjunction,
5,18,IF bmi >= 26.6 AND ggt >= 24 THEN high risk,1,0.044712600726652486,961,26.05042016806723,0.25390218522372526,0.05,2,quantile_conjunction,
5,19,IF ggt >= 17 AND triglycerides >= 207 THEN high risk,1,0.04448449654198826,614,16.644076985632964,0.26221498371335505,0.05,2,quantile_conjunction,
5,20,IF ggt >= 24 AND triglycerides >= 207 THEN high risk,1,0.044131768173346124,440,11.92735158579561,0.2840909090909091,0.05,2,quantile_conjunction,
6,1,IF age >= 56 THEN high risk,1,0.08045121694248153,1304,35.34833288153971,0.294478527607362,0.05,1,quantile,
6,2,IF age >= 39 THEN high risk,1,0.07469451423813639,2413,65.41068040119274,0.22130128470783259,0.05,1,quantile,
6,3,IF hdl <= 66 THEN high risk,1,0.06902579796974076,2985,80.91623746272703,0.16750418760469013,0.05,1,quantile,
6,4,IF diastolic_bp <= 70.667 THEN high risk,1,0.06859275040769174,1984,53.78151260504202,0.1688508064516129,0.05,1,quantile,
6,5,IF diastolic_bp <= 74 THEN high risk,1,0.06846226064539647,2408,65.2751423149905,0.16611295681063123,0.05,1,quantile,
6,6,IF bmi >= 30.8 AND total_cholesterol <= 159 THEN high risk,1,0.04558753504660855,300,8.132285172133368,0.36666666666666664,0.05,2,quantile_conjunction,
6,7,IF bmi >= 28.6 AND systolic_bp >= 127.333 THEN high risk,1,0.044450852120391876,767,20.79154242342098,0.27509778357235987,0.05,2,quantile_conjunction,
6,8,IF serum_albumin <= 4.3 AND systolic_bp >= 127.333 THEN high risk,1,0.04383178285517583,792,21.469232854432097,0.26515151515151514,0.05,2,quantile_conjunction,
6,9,IF bmi >= 28.6 AND systolic_bp >= 117.333 THEN high risk,1,0.04366485145494329,1438,38.98075359175928,0.22183588317107092,0.05,2,quantile_conjunction,
6,10,IF bmi >= 26.6 AND total_cholesterol <= 188 THEN high risk,1,0.04324082309226444,1314,35.61940905394415,0.2404870624048706,0.05,2,quantile_conjunction,
6,11,IF bmi >= 30.8 AND total_cholesterol <= 176 THEN high risk,1,0.04299041732967977,507,13.743561940905394,0.33925049309664695,0.05,2,quantile_conjunction,
6,12,IF ggt >= 33 AND systolic_bp >= 136 THEN high risk,1,0.04216829666124767,223,6.044998644619138,0.2645739910313901,0.05,2,quantile_conjunction,
6,13,IF age >= 31 AND serum_albumin <= 4.3 THEN high risk,1,0.04213061187244019,1748,47.3841149362971,0.221395881006865,0.05,2,quantile_conjunction,
6,14,IF bmi >= 34.44 AND ggt >= 20 THEN high risk,1,0.042113724397355515,456,12.361073461642722,0.2719298245614035,0.05,2,quantile_conjunction,
6,15,IF ggt >= 33 AND hdl <= 46 THEN high risk,1,0.041897630852916146,395,10.707508809975604,0.27341772151898736,0.05,2,quantile_conjunction,
6,16,IF bmi >= 28.6 AND triglycerides >= 151 THEN high risk,1,0.041506852956857625,807,21.875847113038763,0.2527881040892193,0.05,2,quantile_conjunction,
6,17,IF age >= 31 AND triglycerides >= 151 THEN high risk,1,0.0414858447442112,1171,31.743019788560584,0.23569598633646455,0.05,2,quantile_conjunction,
6,18,IF hdl <= 40 AND serum_albumin <= 4.1 THEN high risk,1,0.04141875912879376,224,6.072106261859583,0.36160714285714285,0.05,2,quantile_conjunction,
6,19,IF ggt >= 24 AND hdl <= 46 THEN high risk,1,0.041194900071801474,660,17.891027378693416,0.25757575757575757,0.05,2,quantile_conjunction,
6,20,IF ggt >= 20 AND serum_albumin <= 4.2 THEN high risk,1,0.04109057721186577,682,18.487394957983195,0.27419354838709675,0.05,2,quantile_conjunction,
7,1,IF alt >= 31 THEN high risk,1,0.0692184346696295,761,20.628896719978314,0.17871222076215507,0.05,1,quantile,
7,2,IF serum_albumin <= 4.6 THEN high risk,1,0.06914529597233385,3151,85.41610192464081,0.16661377340526817,0.05,1,quantile,
7,3,IF alt >= 24 THEN high risk,1,0.06903053117986599,1372,37.19165085388994,0.1727405247813411,0.05,1,quantile,
7,4,IF ast >= 29 THEN high risk,1,0.06887030465600254,770,20.872865275142317,0.18311688311688312,0.05,1,quantile,
7,5,IF age >= 55 AND bmi >= 26.6 THEN high risk,1,0.05204380001040871,948,25.698021143941446,0.3512658227848101,0.05,2,quantile_conjunction,
7,6,IF age >= 63.4 AND total_cholesterol <= 188 THEN high risk,1,0.05088043931829459,424,11.493629709948495,0.44339622641509435,0.05,2,quantile_conjunction,
7,7,IF age >= 39 AND systolic_bp >= 127.333 THEN high risk,1,0.04657955137266973,1107,30.008132285172135,0.2529358626919603,0.05,2,quantile_conjunction,
7,8,IF age >= 55 AND systolic_bp >= 117.333 THEN high risk,1,0.046481094433473105,1116,30.252100840336134,0.30824372759856633,0.05,2,quantile_conjunction,
7,9,IF age >= 47 AND triglycerides >= 150 THEN high risk,1,0.046221118017838236,761,20.628896719978314,0.28777923784494086,0.05,2,quantile_conjunction,
7,10,IF age >= 55 AND ggt >= 17 THEN high risk,1,0.046122728626573774,1008,27.32447817836812,0.3263888888888889,0.05,2,quantile_conjunction,
7,11,IF age >= 63.4 AND serum_albumin <= 4.4 THEN high risk,1,0.04611861399519514,565,15.31580374085118,0.35398230088495575,0.05,2,quantile_conjunction,
7,12,IF systolic_bp >= 122.667 AND total_cholesterol <= 160 THEN high risk,1,0.04536895300948843,354,9.596096503117375,0.3531073446327684,0.05,2,quantile_conjunction,
7,13,IF age >= 63.4 AND systolic_bp >= 122.667 THEN high risk,1,0.04474618064638967,561,15.207373271889402,0.3582887700534759,0.05,2,quantile_conjunction,
7,14,IF systolic_bp >= 136 AND total_cholesterol <= 160 THEN high risk,1,0.043995159133711215,142,3.8492816481431285,0.4084507042253521,0.05,2,quantile_conjunction,
7,15,IF serum_albumin <= 4.4 AND systolic_bp >= 136 THEN high risk,1,0.04367377815375652,542,14.692328544320954,0.28413284132841327,0.05,2,quantile_conjunction,
7,16,IF bmi >= 30.9 AND total_cholesterol <= 177 THEN high risk,1,0.04281587402061921,490,13.282732447817835,0.336734693877551,0.05,2,quantile_conjunction,
7,17,IF bmi >= 26.6 AND ggt >= 33 THEN high risk,1,0.04278237079176374,559,15.153158037408513,0.2558139534883721,0.05,2,quantile_conjunction,
7,18,IF systolic_bp >= 127.333 AND triglycerides >= 122 THEN high risk,1,0.042734011216087636,762,20.656004337218757,0.2559055118110236,0.05,2,quantile_conjunction,
7,19,IF systolic_bp >= 122.667 AND triglycerides >= 122 THEN high risk,1,0.04225274711082243,1200,32.529140688533474,0.22166666666666668,0.05,2,quantile_conjunction,
7,20,IF bmi >= 34.54 AND triglycerides >= 122 THEN high risk,1,0.040919013665076095,462,12.523719165085389,0.3051948051948052,0.05,2,quantile_conjunction,
8,1,IF bmi >= 34.6 THEN high risk,1,0.07645388686944575,744,20.168067226890756,0.2594086021505376,0.05,1,quantile,
8,2,IF ast <= 23 THEN high risk,1,0.07117086539520365,2095,56.790458118731365,0.15465393794749405,0.05,1,quantile,
8,3,IF systolic_bp >= 116.667 THEN high risk,1,0.07103036005494465,2456,66.57630794253186,0.18770358306188925,0.05,1,quantile,
8,4,IF uric_acid >= 6.4 THEN high risk,1,0.07102455841675459,803,21.767416644076988,0.19053549190535493,0.05,1,quantile,
8,5,IF bmi >= 34.6 AND ggt >= 20 THEN high risk,1,0.04568835112272771,473,12.82190295473028,0.2727272727272727,0.05,2,quantile_conjunction,
8,6,IF age >= 55 AND systolic_bp >= 116.667 THEN high risk,1,0.045178726151147736,1083,29.357549471401462,0.3028624192059095,0.05,2,quantile_conjunction,
